,entropy
483,3.483462133920256
484,3.4816686400802945
485,3.4846607592004704
486,3.4922635845934518
487,3.4883229529879007
488,3.4885285877042103
489,3.496089517704972
490,3.492157698469654
491,3.490580672920535
492,3.495291868163517
493,3.5027943597012157
494,3.49887756151519
495,3.496508899294837
496,3.498199563655293
497,3.505652165712718
498,3.5017579132080696
499,3.499377700915857
500,3.4969710596663
501,3.4962791664399524
502,3.4976890173712225
503,3.5050776969950914
504,3.5012356826777715
505,3.4995104479135555
506,3.5009184408589338
507,3.508258161544525
508,3.5044370723132046
509,3.502059477259373
510,3.5021756819531973
511,3.509470939266053
512,3.505674335700982
513,3.50329063430725
514,3.5008833288069665
515,3.500167865290236
516,3.5015851689208564
517,3.504477222245485
518,3.5116958400690654
519,3.5079543481123743
520,3.5087141145524954
521,3.5122360542111104
522,3.515748188574631
523,3.522894731875579
524,3.5191683118190302
525,3.518385530004646
526,3.522866689947981
527,3.5299600271177916
528,3.5262456046612964
529,3.523882398507433
530,3.526232540303669
531,3.5332804172021315
532,3.529584884545578
533,3.5272131702130323
534,3.5248204427906114
535,3.5240768893201175
536,3.5264213537713287
537,3.5275756630639328
538,3.5345537923586368
539,3.530911457024824
540,3.531502124752652
541,3.5334568729932254
542,3.5326541609812376
543,3.5354409897055934
544,3.5423481948654643
545,3.5387356579934988
546,3.5371643366193597
547,3.544040610316566
548,3.5404387430781368
549,3.539087945958533
550,3.542467612687804
551,3.546786235383264
552,3.5535993765433203
553,3.5500134466390523
554,3.5491655887251485
555,3.551447406652552
556,3.5582162031148896
557,3.554645160038114
558,3.552353276280991
559,3.555683897019355
560,3.562409646061894
561,3.558854070760023
562,3.5565530447438336
563,3.554233274557002
564,3.5534954042648317
565,3.556207196106742
566,3.5604346659363846
567,3.5670910144470227
568,3.5635778337378783
569,3.5640264635118024
570,3.5662689757010817
571,3.565403433719269
572,3.5676418229983127
573,3.5695246605134496
574,3.5682082274618914
575,3.5708778286709513
576,3.575036932699632
577,3.581583076963926
578,3.578121145861322
579,3.5796956806282605
580,3.5862089233078875
581,3.582751457744431
582,3.5814051077832048
583,3.581599780419583
584,3.588076971664936
585,3.584637513729061
586,3.582400551296332
587,3.5839697032452853
588,3.5904104623338213
589,3.5869880146802484
590,3.5847459763439335
591,3.582487124482637
592,3.5817506139649034
593,3.5858213077707553
594,3.5922110544774233
595,3.5888233896999147
596,3.5874023270621938
597,3.591447573682449
598,3.5977964532066458
599,3.594419780502584
600,3.592177373136723
601,3.592287975309167
602,3.596305396891511
603,3.6003122614082725
604,3.606600012308475
605,3.603245476539396
606,3.6018092082907467
607,3.6031141121788592
608,3.6062312553362226
609,3.608039518169382
610,3.614269041350374
611,3.6109380055627813
612,3.6094785182144493
613,3.607986714309251
614,3.6072318146520104
615,3.6093636180664515
616,3.615546267328866
617,3.6122485632680728
618,3.6107389792821656
619,3.609939048169953
620,3.616091361291138
621,3.6128118083342944
622,3.610651738517733
623,3.612448741187964
624,3.6125828786955427
625,3.616480121480836
626,3.620367480628491
627,3.6264524743937123
628,3.6231984283707943
629,3.623546470199926
630,3.626578837989953
631,3.632625545267355
632,3.629380180008362
633,3.6272348161052097
634,3.6290021154978946
635,3.635016910894059
636,3.631786083519186
637,3.6296365154400925
638,3.6274727699080875
639,3.6267213368556455
640,3.628801704352095
641,3.6347752360942334
642,3.6315777418604034
643,3.630122159976823
644,3.631881827122397
645,3.6297321652306467
646,3.629991656005563
647,3.631750544562644
648,3.6376718255489586
649,3.6345094128902833
650,3.634666963193342
651,3.6325247733297865
652,3.6310742650920242
653,3.631147752671974
654,3.6341144415735402
655,3.6399853009708854
656,3.636858018475193
657,3.6369315433324507
658,3.636917837852307
659,3.6361674003580706
660,3.637659102930048
661,3.643485161518273
662,3.640383451006198
663,3.638936844243073
664,3.640424488922064
665,3.6441389329066203
666,3.6499228925961478
667,3.646835009401255
668,3.646100104332799
669,3.651861941598232
670,3.648780779087354
671,3.6476847257555898
672,3.6534251674994085
673,3.650351272221992
674,3.6492243226072882
675,3.648063965527444
676,3.6473025563853194
677,3.6487779143168444
678,3.6516668155975003
679,3.653135751038284
680,3.65881811811769
681,3.65577913803436
682,3.655876906711454
683,3.6582482650181616
684,3.6638985428149233
685,3.6608679954235224
686,3.6588521785601964
687,3.6624683343766296
688,3.6680881411921504
689,3.665067243847716
690,3.6630450431854715
691,3.6610107070382245
692,3.6602338175071463
693,3.663075279799261
694,3.6686581816640222
695,3.665664837979789
696,3.664288897990514
697,3.666267696575571
698,3.67182229943211
699,3.668839742857454
700,3.6668221634633476
701,3.666856827079064
702,3.6704151402064875
703,3.673965365051712
704,3.679473908147224
705,3.6765081224069878
706,3.675126373825708
707,3.676181631325515
708,3.6816639562123967
709,3.6787100440140614
710,3.6767078881812476
711,3.67760653665474
712,3.675596786229598
713,3.676005924326554
714,3.681454283755122
715,3.678527613010421
716,3.677152863316214
717,3.6779155693503913
718,3.6765209857502112
719,3.6768377705532256
720,3.67542466454364
721,3.6756535303252535
722,3.6757971769597244
723,3.67504905228978
724,3.6778089007383405
725,3.683193270011653
726,3.6803201185308274
727,3.6815496961568397
728,3.6850107983377005
729,3.690363330517603
730,3.687494360276573
731,3.685541244376769
732,3.686441779554046
733,3.689881958545143
734,3.6952007448850552
735,3.6923448416100118
736,3.6917006379970134
737,3.6970008620804973
738,3.694150603513349
739,3.6931175624821915
740,3.6965290518669662
741,3.7018014858749577
742,3.6989584677048946
743,3.6970258591346874
744,3.698653133852297
745,3.7039016619024068
746,3.701069441120475
747,3.6991343781879458
748,3.6971893666022115
749,3.6964440549194975
750,3.6991268152620997
751,3.7043434965388973
752,3.7015352078640573
753,3.7001845813912735
754,3.7018037911534267
755,3.7051626291910456
756,3.7103456408571365
757,3.7075481282887033
758,3.7068974203952934
759,3.7082855106602794
760,3.7134441053107343
761,3.7106556564744166
762,3.7087391375042786
763,3.709772756683715
764,3.71309714209061
765,3.7182243379155486
766,3.715448009337609
767,3.7147679896095327
768,3.7147836249031436
769,3.7180883819120893
770,3.7207075890428016
771,3.725795191390932
772,3.723032465606952
773,3.7216979631298677
774,3.722880360984336
775,3.727945602675508
776,3.7251928330951394
777,3.7233037508262834
778,3.724668642923432
779,3.729712212124715
780,3.72696980517854
781,3.725079080248887
782,3.7231794303362378
783,3.7224512202023465
784,3.7246082325664136
785,3.729623133530281
786,3.7269035365754193
787,3.725586649101724
788,3.7264658835204445
789,3.727825528653747
790,3.731060099703301
791,3.736038470553184
792,3.7333331116927915
793,3.732004312812166
794,3.730657569559051
795,3.729913083248996
796,3.731267537141599
797,3.7333989577600564
798,3.7383418062513525
799,3.735660516547579
800,3.7357003754599827
801,3.740626540711514
802,3.7379494470850227
803,3.737016301691037
804,3.739555012368651
805,3.7416673790529624
806,3.740901005846225
807,3.7419078785229116
808,3.7450809049452007
809,3.749959097296543
810,3.7473016165937363
811,3.747411860330083
812,3.75227373485746
813,3.749620298070297
814,3.748672181302371
815,3.749535293366331
816,3.749581612331464
817,3.7489403758880533
818,3.751442195734018
819,3.756268112978417
820,3.7536355331114843
821,3.7536199509651427
822,3.754615381836948
823,3.7594199305096905
824,3.7567949308539914
825,3.7550061276730267
826,3.7574881726835545
827,3.762271893545534
828,3.7596547772612974
829,3.7578627984609225
830,3.756062589345441
831,3.755305242789679
832,3.75645166131176
833,3.758513821266709
834,3.7584515376031056
835,3.759594381455607
836,3.762680806447608
837,3.767415580192056
838,3.7648307738336086
839,3.765456897460857
840,3.7701757321771554
841,3.7675941126512678
842,3.7666680135812225
843,3.768707766248719
844,3.7734060347831275
845,3.770831496042361
846,3.7690589403118397
847,3.77109183095153
848,3.7757707216415746
849,3.7732042290833747
850,3.771429402870769
851,3.769646934110442
852,3.7688898589825977
853,3.7697442218539554
854,3.7717692881056064
855,3.776418723559223
856,3.7738752688593333
857,3.7737729181271935
858,3.774898939565639
859,3.779528534715471
860,3.7769920209540047
861,3.775224431876933
862,3.7757564698971806
863,3.776735345486556
864,3.7761271461747996
865,3.7791304785208713
866,3.78372717007236
867,3.78120902559803
868,3.7810618742888886
869,3.781792747086074
870,3.784778947540742
871,3.7893494026583565
872,3.7868393152102824
873,3.7862040113711233
874,3.786223603784479
875,3.790776767589938
876,3.7882752745410344
877,3.786535488244006
878,3.7882302189012336
879,3.7899223906895516
880,3.7908884277166965
881,3.7932480581198873
882,3.796196207968208
883,3.800707175197181
884,3.798220992136887
885,3.7982408866572364
886,3.80117521114959
887,3.805665338691596
888,3.803183556173462
889,3.8014535248515857
890,3.802549112096571
891,3.8054684640154735
892,3.8099349343372326
893,3.807462318956018
894,3.8068134953801827
895,3.807527302973174
896,3.8094689198736793
897,3.8139122875226352
898,3.8114490616919636
899,3.8107747383106134
900,3.8100731446071237
901,3.8093451587061407
902,3.8122350026919936
903,3.815119678239757
904,3.8195310181023703
905,3.8170831232749984
906,3.81690184752443
907,3.819773540593704
908,3.8241652031863986
909,3.8217218145208247
910,3.820025124470616
911,3.82063152208336
912,3.822046844383617
913,3.8236805690705014
914,3.8265312821719424
915,3.8293769641273014
916,3.833729401481224
917,3.8313005070253587
918,3.8312690768046065
919,3.8324883666849745
920,3.8368232511418845
921,3.8344003940982123
922,3.8327146863671007
923,3.8336410577976516
924,3.8347020855319522
925,3.8339947441371183
926,3.834800126574155
927,3.836684126618334
928,3.840986479907724
929,3.8385835016688796
930,3.8385074283548075
931,3.8393094229682756
932,3.8391863004475315
933,3.839333719956679
934,3.8436125198061193
935,3.8412233007014986
936,3.8401205243816183
937,3.8429102917856013
938,3.845695252547917
939,3.849950202036321
940,3.8475669550281997
941,3.846848943754911
942,3.8480481724936633
943,3.849904324577384
944,3.854137923853211
945,3.8517628583705656
946,3.851023398492476
947,3.8502608818880746
948,3.8495531336221855
949,3.851760333459585
950,3.8539639983149634
951,3.8581699601242057
952,3.855810326393394
953,3.855606684212538
954,3.8574456793274536
955,3.8566667128335133
956,3.856509648119327
957,3.858345217481553
958,3.8625235535604387
959,3.8601787640231486
960,3.8599380364541243
961,3.859658900372987
962,3.8589409341741217
963,3.8596262396076852
964,3.863783735512294
965,3.8614532668708343
966,3.8603782468522714
967,3.8619405660835193
968,3.8635007268210337
969,3.864089642188929
970,3.866795540597849
971,3.8694969308478004
972,3.873618588710687
973,3.8713003164237185
974,3.871107516900943
975,3.8726544743616858
976,3.8767602269023813
977,3.874447146084084
978,3.872866402384772
979,3.8746672546430325
980,3.8787583813990496
981,3.876451624066885
982,3.874868826653454
983,3.873279803048993
984,3.8725622241850504
985,3.8735829397727324
986,3.8776564760877026
987,3.8753658471664036
988,3.874305996988504
989,3.8751983251328586
990,3.8736170529279423
991,3.8733261970306234
992,3.8746590605956115
993,3.8753387164188933
994,3.877466715247899
995,3.880116799590361
996,3.884153040611528
997,3.8818838638080626
998,3.882306195419316
999,3.884421601831244
1000,3.888441415528115
1001,3.886175971072406
1002,3.884604607873169
1003,3.8852775634988115
1004,3.889284496413698
1005,3.8870261887418827
1006,3.8854542467488837
1007,3.883876586284593
1008,3.8831658446822352
1009,3.8844833469584596
1010,3.886584409910185
1011,3.890569197663124
1012,3.8883271397661896
1013,3.8880145016999768
1014,3.8887862326193536
1015,3.889369223083254
1016,3.8900415478608528
1017,3.8901568851567063
1018,3.8919101616354776
1019,3.8945070861719207
1020,3.89709988391428
1021,3.901045018445015
1022,3.898819380590129
1023,3.8991691985420966
1024,3.8996641535468726
1025,3.8996767711523623
1026,3.9022550954606827
1027,3.906177886133293
1028,3.903961112482303
1029,3.9029386880471413
1030,3.904670521310547
1031,3.9055373913778455
1032,3.9081007084477903
1033,3.912000713894275
1034,3.9097920257257917
1035,3.9087594153348704
1036,3.9077139180538034
1037,3.9070049742944217
1038,3.908128856298626
1039,3.912011900733663
1040,3.9098167784737785
1041,3.908764421999637
1042,3.9080624791192475
1043,3.911934388323399
1044,3.9097467463207205
1045,3.9082291984256647
1046,3.910268773211271
1047,3.9141274495859
1048,3.9119450748743434
1049,3.910425604687208
1050,3.908900783204814
1051,3.9081912813293314
1052,3.9087693444346865
1053,3.911297626683403
1054,3.9151360383760716
1055,3.912968901462785
1056,3.9126523503918356
1057,3.9141164320606245
1058,3.9179412588985154
1059,3.9157786862559876
1060,3.914263144164905
1061,3.914557408346352
1062,3.9162549453896895
1063,3.9172313592640866
1064,3.921037020379861
1065,3.918884524699218
1066,3.917855680654446
1067,3.9182796114224887
1068,3.9195446854857656
1069,3.920039956473677
1070,3.9220439701154266
1071,3.9237281401061272
1072,3.9230164227488467
1073,3.9235100924963984
1074,3.9272832093219767
1075,3.925149169350399
1076,3.9253841868233605
1077,3.9263515832140974
1078,3.930111522831144
1079,3.927981816927766
1080,3.9264915819710455
1081,3.9272390707823983
1082,3.92891076863564
1083,3.932655271418712
1084,3.930532946955836
1085,3.9298550416701454
1086,3.930949841573285
1087,3.932197378000638
1088,3.934172415615534
1089,3.937896545618899
1090,3.935781842673358
1091,3.9347679883603055
1092,3.9351225222137187
1093,3.9354162605535294
1094,3.9347068574300157
1095,3.9352745832240057
1096,3.937716068719775
1097,3.9414165004516852
1098,3.939316387188785
1099,3.9391570053901352
1100,3.9428485247917444
1101,3.9407510834076946
1102,3.940109057634399
1103,3.9425364478270843
1104,3.9462148293120425
1105,3.9441210214263207
1106,3.9426642453306036
1107,3.94430490926936
1108,3.9479716884270495
1109,3.945882945229173
1110,3.944424741836514
1111,3.942961720149151
1112,3.9422525485561772
1113,3.9433317197200175
1114,3.94474052445712
1115,3.9444310581190867
1116,3.946836813372996
1117,3.9504790427824323
1118,3.9484079789424404
1119,3.948411788444369
1120,3.950341829449476
1121,3.953971134700263
1122,3.9519034508927318
1123,3.9504508605895463
1124,3.9510131815506
1125,3.953400992460709
1126,3.9557853539278405
1127,3.957702401959569
1128,3.9613081966111
1129,3.959248307468386
1130,3.958913401545394
1131,3.9597375156517507
1132,3.9616465207747282
1133,3.9635529373636693
1134,3.9659177831551795
1135,3.9675195172815867
1136,3.9710975200025658
1137,3.969045735168116
1138,3.9688625356287246
1139,3.970459151157226
1140,3.9740251133470013
1141,3.9719770810008423
1142,3.970537864702036
1143,3.971167509847189
1144,3.973512716167377
1145,3.977064272671716
1146,3.97502241933083
1147,3.9743713969372134
1148,3.97670868695678
1149,3.9802481422834886
1150,3.978209765963112
1151,3.97677544390793
1152,3.9767403010693405
1153,3.9775499430820282
1154,3.9798768506953026
1155,3.9805875616069786
1156,3.980675946241373
1157,3.9829963671804927
1158,3.985313529030817
1159,3.988822520924501
1160,3.9867979424010813
1161,3.9869774645919156
1162,3.9904781960124116
1163,3.988455829709326
1164,3.987834476131324
1165,3.9896899893789977
1166,3.9905965118994864
1167,3.994082833343899
1168,3.9920659333069315
1169,3.9914102346576836
1170,3.991878479040532
1171,3.994171881248236
1172,3.9976439371636356
1173,3.9956324947748465
1174,3.9949620726777515
1175,3.994275797746889
1176,3.9935914114227398
1177,3.9949288861822696
1178,3.9972111376199893
1179,4.000665065358361
1180,3.9986643253269083
1181,3.9983214108621437
1182,3.999866401649321
1183,4.003309277491853
1184,4.001312245119035
1185,3.999916636373892
1186,4.001075422521076
1187,4.004508528652254
1188,4.002516400504734
1189,4.001119930130777
1190,3.9997192091398728
1191,3.9990323747389183
1192,3.99973140666248
1193,4.001553325845881
1194,4.003088546794201
1195,4.006502619713055
1196,4.004524143359093
1197,4.004331602669677
1198,4.0061455742437495
1199,4.007957217555576
1200,4.011356498295956
1201,4.009382112451632
1202,4.008701164984239
1203,4.0105074320594785
1204,4.013896073023193
1205,4.0119253423148615
1206,4.010538155331536
1207,4.011321499983051
1208,4.013554353010769
1209,4.016929896769907
1210,4.014964701632835
1211,4.014273854118563
1212,4.014215520052917
1213,4.015521151320732
1214,4.017312940673809
1215,4.020672807306113
1216,4.018714806372489
1217,4.017814806035828
1218,4.019322780162565
1219,4.021107477625344
1220,4.024453839938396
1221,4.022500660018633
1222,4.021801221291042
1223,4.0221976335999825
1224,4.024403181235806
1225,4.0277365425685865
1226,4.025788551301766
1227,4.0250769456248
1228,4.024351807400651
1229,4.023675428562568
1230,4.0249666456999025
1231,4.028287280070346
1232,4.026348885835123
1233,4.02545266986859
1234,4.026134563696657
1235,4.02762627555423
1236,4.0293909249311675
1237,4.032695817937874
1238,4.030763809087719
1239,4.029860245428434
1240,4.028946937342528
1241,4.028265425702656
1242,4.028724921644519
1243,4.030903913568581
1244,4.034193540220256
1245,4.032272376503524
1246,4.031939027819553
1247,4.0341110337585855
1248,4.0373901266723005
1249,4.035471812748365
1250,4.034136394359327
1251,4.0363022628328
1252,4.039571691838041
1253,4.037657024341593
1254,4.036319913044116
1255,4.034978874656812
1256,4.034294951350452
1257,4.034892398769714
1258,4.0366344487177805
1259,4.036974040161343
1260,4.038443468473609
1261,4.041693558230681
1262,4.039793273958994
1263,4.0397167264379625
1264,4.040982104458455
1265,4.042445690454532
1266,4.045682917568195
1267,4.043786878558778
1268,4.043080508819827
1269,4.044807875246272
1270,4.0480355368526455
1271,4.046142891974099
1272,4.044816064752856
1273,4.045573693749235
1274,4.04770580444986
1275,4.050921625537259
1276,4.049034034060178
1277,4.048319837478884
1278,4.048215465754807
1279,4.048734198073339
1280,4.049127492932465
1281,4.050841312372883
1282,4.052960899963078
1283,4.056157461548011
1284,4.054279271010231
1285,4.054088579677245
1286,4.056201476076429
1287,4.05938801033988
1288,4.0575124383839505
1289,4.056198163904592
1290,4.056861027650774
1291,4.057445935924043
1292,4.056770932481899
1293,4.0580122956399745
1294,4.058596751553368
1295,4.060293134824
1296,4.0634597735636815
1297,4.061596350266462
1298,4.06146569842856
